fecha;Run Fondo;serie;mes1;mes3;mes6;y1;ytd;rent
2023-03-13;9449;APV;;;6M;;;
2023-03-13;8940;APV;;;;1Y;;
2023-03-13;8967;APV;;;;1Y;;-0.1547919194
2023-03-13;9073;APV;;;;1Y;;
2023-03-13;9221;APV;;;;1Y;;-0.0821515678
2023-03-13;9352;APV;;;;1Y;;
2023-03-13;9365;APV;;;;1Y;;
2023-03-13;9445;APV;;;;1Y;;-0.0798267073
2023-03-13;9449;APV;;;;1Y;;
2023-03-13;8940;APV;;;;;YTD;
2023-03-13;8967;APV;;;;;YTD;-0.0584696929
2023-03-13;9073;APV;;;;;YTD;
2023-03-13;9221;APV;;;;;YTD;-0.0533893287
2023-03-13;9352;APV;;;;;YTD;
2023-03-13;9365;APV;;;;;YTD;
2023-03-13;9445;APV;;;;;YTD;-0.0520378779
2023-03-13;9449;APV;;;;;YTD;
2023-03-14;8940;APV;1M;;;;;
2023-03-14;8967;APV;1M;;;;;0.0142116244
2023-03-14;9073;APV;1M;;;;;
2023-03-14;9221;APV;1M;;;;;0.0137472923
2023-03-14;9352;APV;1M;;;;;
2023-03-14;9365;APV;1M;;;;;
2023-03-14;9445;APV;1M;;;;;0.0110807720
2023-03-14;9449;APV;1M;;;;;
2023-03-14;8940;APV;;3M;;;;
2023-03-14;8967;APV;;3M;;;;-0.0689228952
2023-03-14;9073;APV;;3M;;;;
2023-03-14;9221;APV;;3M;;;;-0.0643580323
2023-03-14;9352;APV;;3M;;;;
2023-03-14;9365;APV;;3M;;;;
2023-03-14;9445;APV;;3M;;;;-0.0602963060
2023-03-14;9449;APV;;3M;;;;
2023-03-14;8940;APV;;;6M;;;
2023-03-14;8967;APV;;;6M;;;-0.1240091952
2023-03-14;9073;APV;;;6M;;;
2023-03-14;9221;APV;;;6M;;;-0.1148316983
2023-03-14;9352;APV;;;6M;;;
2023-03-14;9365;APV;;;6M;;;
2023-03-14;9445;APV;;;6M;;;-0.1107076168
2023-03-14;9449;APV;;;6M;;;
2023-03-14;8940;APV;;;;1Y;;
2023-03-14;8967;APV;;;;1Y;;-0.1573491737
2023-03-14;9073;APV;;;;1Y;;
2023-03-14;9221;APV;;;;1Y;;-0.0911024099
2023-03-14;9352;APV;;;;1Y;;
2023-03-14;9365;APV;;;;1Y;;
2023-03-14;9445;APV;;;;1Y;;-0.0889756222
2023-03-14;9449;APV;;;;1Y;;
2023-03-14;8940;APV;;;;;YTD;
2023-03-14;8967;APV;;;;;YTD;-0.0613183789
2023-03-14;9073;APV;;;;;YTD;
2023-03-14;9221;APV;;;;;YTD;-0.0565986253
2023-03-14;9352;APV;;;;;YTD;
2023-03-14;9365;APV;;;;;YTD;
2023-03-14;9445;APV;;;;;YTD;-0.0553753374
2023-03-14;9449;APV;;;;;YTD;
2023-03-15;8940;APV;1M;;;;;
2023-03-15;8967;APV;1M;;;;;0.0312885148
2023-03-15;9073;APV;1M;;;;;
2023-03-15;9221;APV;1M;;;;;0.0310817797
2023-03-15;9352;APV;1M;;;;;
2023-03-15;9365;APV;1M;;;;;
2023-03-15;9445;APV;1M;;;;;0.0297131502
2023-03-15;9449;APV;1M;;;;;
2023-03-15;8940;APV;;3M;;;;
2023-03-15;8967;APV;;3M;;;;-0.0632903884
2023-03-15;9073;APV;;3M;;;;
2023-03-15;9221;APV;;3M;;;;-0.0582359661
2023-03-15;9352;APV;;3M;;;;
2023-03-15;9365;APV;;3M;;;;
2023-03-15;9445;APV;;3M;;;;-0.0545416383
2023-03-15;9449;APV;;3M;;;;
2023-03-15;8940;APV;;;6M;;;
2023-03-15;8967;APV;;;6M;;;-0.1110496796
2023-03-15;9073;APV;;;6M;;;
2023-03-15;9221;APV;;;6M;;;-0.1005869953
2023-03-15;9352;APV;;;6M;;;
2023-03-15;9365;APV;;;6M;;;
2023-03-15;9445;APV;;;6M;;;-0.0974845195
2023-03-15;9449;APV;;;6M;;;
2023-03-15;8940;APV;;;;1Y;;
2023-03-15;8967;APV;;;;1Y;;-0.1397639801
2023-03-15;9073;APV;;;;1Y;;
2023-03-15;9221;APV;;;;1Y;;-0.0791200450
2023-03-15;9352;APV;;;;1Y;;
2023-03-15;9365;APV;;;;1Y;;
2023-03-15;9445;APV;;;;1Y;;-0.0774494418
2023-03-15;9449;APV;;;;1Y;;
2023-03-15;8940;APV;;;;;YTD;
2023-03-15;8967;APV;;;;;YTD;-0.0417291284
2023-03-15;9073;APV;;;;;YTD;
2023-03-15;9221;APV;;;;;YTD;-0.0365992912
2023-03-15;9352;APV;;;;;YTD;
2023-03-15;9365;APV;;;;;YTD;
2023-03-15;9445;APV;;;;;YTD;-0.0355906850
2023-03-15;9449;APV;;;;;YTD;
2023-03-16;8940;APV;1M;;;;;
2023-03-16;8967;APV;1M;;;;;0.0381443756
2023-03-16;9073;APV;1M;;;;;
2023-03-16;9221;APV;1M;;;;;0.0375488913
2023-03-16;9352;APV;1M;;;;;
2023-03-16;9365;APV;1M;;;;;
2023-03-16;9445;APV;1M;;;;;0.0360635172
2023-03-16;9449;APV;1M;;;;;
2023-03-16;8940;APV;;3M;;;;
2023-03-16;8967;APV;;3M;;;;-0.0661298032
2023-03-16;9073;APV;;3M;;;;
2023-03-16;9221;APV;;3M;;;;-0.0618359189
2023-03-16;9352;APV;;3M;;;;
2023-03-16;9365;APV;;3M;;;;
2023-03-16;9445;APV;;3M;;;;-0.0578748864
2023-03-16;9449;APV;;3M;;;;
2023-03-16;8940;APV;;;6M;;;
2023-03-16;8967;APV;;;6M;;;-0.1031869392
2023-03-16;9073;APV;;;6M;;;
2023-03-16;9221;APV;;;6M;;;-0.0934471777
2023-03-16;9352;APV;;;6M;;;
2023-03-16;9365;APV;;;6M;;;
2023-03-16;9445;APV;;;6M;;;-0.0899531977
2023-03-16;9449;APV;;;6M;;;
2023-03-16;8940;APV;;;;1Y;;
2023-03-16;8967;APV;;;;1Y;;-0.1321552168
2023-03-16;9073;APV;;;;1Y;;
2023-03-16;9221;APV;;;;1Y;;-0.0585334113
2023-03-16;9352;APV;;;;1Y;;
2023-03-16;9365;APV;;;;1Y;;
2023-03-16;9445;APV;;;;1Y;;-0.0564607926
2023-03-16;9449;APV;;;;1Y;;
2023-03-16;8940;APV;;;;;YTD;
2023-03-16;8967;APV;;;;;YTD;-0.0332532497
2023-03-16;9073;APV;;;;;YTD;
2023-03-16;9221;APV;;;;;YTD;-0.0288444464
2023-03-16;9352;APV;;;;;YTD;
2023-03-16;9365;APV;;;;;YTD;
2023-03-16;9445;APV;;;;;YTD;-0.0275428708
2023-03-16;9449;APV;;;;;YTD;
2023-03-17;8940;APV;1M;;;;;
2023-03-17;8967;APV;1M;;;;;0.0484695080
2023-03-17;9073;APV;1M;;;;;
2023-03-17;9221;APV;1M;;;;;0.0489626144
2023-03-17;9352;APV;1M;;;;;
2023-03-17;9365;APV;1M;;;;;
2023-03-17;9445;APV;1M;;;;;0.0466571742
2023-03-17;9449;APV;1M;;;;;
2023-03-17;8940;APV;;3M;;;;
2023-03-17;8967;APV;;3M;;;;-0.0593351319
2023-03-17;9073;APV;;3M;;;;
2023-03-17;9221;APV;;3M;;;;-0.0542382835
2023-03-17;9352;APV;;3M;;;;
2023-03-17;9365;APV;;3M;;;;
2023-03-17;9445;APV;;3M;;;;-0.0510403686
2023-03-17;9449;APV;;3M;;;;
2023-03-17;8940;APV;;;6M;;;
2023-03-17;8967;APV;;;6M;;;-0.0966618890
2023-03-17;9073;APV;;;6M;;;
2023-03-17;9221;APV;;;6M;;;-0.0860926954
2023-03-17;9352;APV;;;6M;;;
2023-03-17;9365;APV;;;6M;;;
2023-03-17;9445;APV;;;6M;;;-0.0833513876
2023-03-17;9449;APV;;;6M;;;
2023-03-17;8940;APV;;;;1Y;;
2023-03-17;8967;APV;;;;1Y;;-0.1258409346
2023-03-17;9073;APV;;;;1Y;;
2023-03-17;9221;APV;;;;1Y;;-0.0450091491
2023-03-17;9352;APV;;;;1Y;;
2023-03-17;9365;APV;;;;1Y;;
2023-03-17;9445;APV;;;;1Y;;-0.0435911994
2023-03-17;9449;APV;;;;1Y;;
2023-03-17;8940;APV;;;;;YTD;
2023-03-17;8967;APV;;;;;YTD;-0.0262193745
2023-03-17;9073;APV;;;;;YTD;
2023-03-17;9221;APV;;;;;YTD;-0.0208576553
2023-03-17;9352;APV;;;;;YTD;
2023-03-17;9365;APV;;;;;YTD;
2023-03-17;9445;APV;;;;;YTD;-0.0204883135
2023-03-17;9449;APV;;;;;YTD;
2023-03-18;8940;APV;1M;;;;;
2023-03-18;8967;APV;1M;;;;;0.0484695080
2023-03-18;9073;APV;1M;;;;;
2023-03-18;9221;APV;1M;;;;;0.0489336347
2023-03-18;9352;APV;1M;;;;;
2023-03-18;9365;APV;1M;;;;;
2023-03-18;9445;APV;1M;;;;;0.0466550141
2023-03-18;9449;APV;1M;;;;;
2023-03-18;8940;APV;;3M;;;;
2023-03-18;8967;APV;;3M;;;;-0.0593351319
2023-03-18;9073;APV;;3M;;;;
2023-03-18;9221;APV;;3M;;;;-0.0542525112
2023-03-18;9352;APV;;3M;;;;
2023-03-18;9365;APV;;3M;;;;
2023-03-18;9445;APV;;3M;;;;-0.0510615459
2023-03-18;9449;APV;;3M;;;;
2023-03-18;8940;APV;;;6M;;;
2023-03-18;8967;APV;;;6M;;;-0.0966618890
2023-03-18;9073;APV;;;6M;;;
2023-03-18;9221;APV;;;6M;;;-0.0860932618
2023-03-18;9352;APV;;;6M;;;
2023-03-18;9365;APV;;;6M;;;
2023-03-18;9445;APV;;;6M;;;-0.0833718438
2023-03-18;9449;APV;;;6M;;;
2023-03-18;8940;APV;;;;1Y;;
2023-03-18;8967;APV;;;;1Y;;-0.1258409346
2023-03-18;9073;APV;;;;1Y;;
2023-03-18;9221;APV;;;;1Y;;-0.0501828877
2023-03-18;9352;APV;;;;1Y;;
2023-03-18;9365;APV;;;;1Y;;
2023-03-18;9445;APV;;;;1Y;;-0.0489268728
2023-03-18;9449;APV;;;;1Y;;
2023-03-18;8940;APV;;;;;YTD;
2023-03-18;8967;APV;;;;;YTD;-0.0262193745
2023-03-18;9073;APV;;;;;YTD;
2023-03-18;9221;APV;;;;;YTD;-0.0207501390
2023-03-18;9352;APV;;;;;YTD;
2023-03-18;9365;APV;;;;;YTD;
2023-03-18;9445;APV;;;;;YTD;-0.0205101726
2023-03-18;9449;APV;;;;;YTD;
2023-03-19;8940;APV;1M;;;;;
2023-03-19;8967;APV;1M;;;;;0.0484695080
2023-03-19;9073;APV;1M;;;;;
2023-03-19;9221;APV;1M;;;;;0.0489041829
2023-03-19;9352;APV;1M;;;;;
2023-03-19;9365;APV;1M;;;;;
2023-03-19;9445;APV;1M;;;;;0.0466549756
2023-03-19;9449;APV;1M;;;;;
2023-03-19;8940;APV;;3M;;;;
2023-03-19;8967;APV;;3M;;;;-0.0617495982
2023-03-19;9073;APV;;3M;;;;
2023-03-19;9221;APV;;3M;;;;-0.0560507389
2023-03-19;9352;APV;;3M;;;;
2023-03-19;9365;APV;;3M;;;;
2023-03-19;9445;APV;;3M;;;;-0.0535174113
2023-03-19;9449;APV;;3M;;;;
2023-03-19;8940;APV;;;6M;;;
2023-03-19;8967;APV;;;6M;;;-0.0966618890
2023-03-19;9073;APV;;;6M;;;
2023-03-19;9221;APV;;;6M;;;-0.0860942485
2023-03-19;9352;APV;;;6M;;;
2023-03-19;9365;APV;;;6M;;;
2023-03-19;9445;APV;;;6M;;;-0.0833913702
2023-03-19;9449;APV;;;6M;;;
2023-03-19;8940;APV;;;;1Y;;
2023-03-19;8967;APV;;;;1Y;;-0.1258409346
2023-03-19;9073;APV;;;;1Y;;
2023-03-19;9221;APV;;;;1Y;;-0.0501525056
2023-03-19;9352;APV;;;;1Y;;
2023-03-19;9365;APV;;;;1Y;;
2023-03-19;9445;APV;;;;1Y;;-0.0489471330
2023-03-19;9449;APV;;;;1Y;;
2023-03-19;8940;APV;;;;;YTD;
2023-03-19;8967;APV;;;;;YTD;-0.0262193745
2023-03-19;9073;APV;;;;;YTD;
2023-03-19;9221;APV;;;;;YTD;-0.0206428916
2023-03-19;9352;APV;;;;;YTD;
2023-03-19;9365;APV;;;;;YTD;
2023-03-19;9445;APV;;;;;YTD;-0.0205310380
2023-03-19;9449;APV;;;;;YTD;
2023-03-20;8940;APV;1M;;;;;
2023-03-20;8967;APV;1M;;;;;0.0437664704
2023-03-20;9073;APV;1M;;;;;
2023-03-20;9221;APV;1M;;;;;0.0431454400
2023-03-20;9352;APV;1M;;;;;
2023-03-20;9365;APV;1M;;;;;
2023-03-20;9445;APV;1M;;;;;0.0423540394
2023-03-20;9449;APV;1M;;;;;
2023-03-20;8940;APV;;3M;;;;
2023-03-20;8967;APV;;3M;;;;-0.0680544711
2023-03-20;9073;APV;;3M;;;;
2023-03-20;9221;APV;;3M;;;;-0.0633056324
2023-03-20;9352;APV;;3M;;;;
2023-03-20;9365;APV;;3M;;;;
2023-03-20;9445;APV;;3M;;;;-0.0597183381
2023-03-20;9449;APV;;3M;;;;
2023-03-20;8940;APV;;;6M;;;
2023-03-20;8967;APV;;;6M;;;-0.1068081446
2023-03-20;9073;APV;;;6M;;;
2023-03-20;9221;APV;;;6M;;;-0.0959059197
2023-03-20;9352;APV;;;6M;;;
2023-03-20;9365;APV;;;6M;;;
2023-03-20;9445;APV;;;6M;;;-0.0935331423
2023-03-20;9449;APV;;;6M;;;
2023-03-20;8940;APV;;;;1Y;;
2023-03-20;8967;APV;;;;1Y;;-0.1303662139
2023-03-20;9073;APV;;;;1Y;;
2023-03-20;9221;APV;;;;1Y;;-0.0560298677
2023-03-20;9352;APV;;;;1Y;;
2023-03-20;9365;APV;;;;1Y;;
2023-03-20;9445;APV;;;;1Y;;-0.0537101877
2023-03-20;9449;APV;;;;1Y;;
2023-03-20;8940;APV;;;;;YTD;
2023-03-20;8967;APV;;;;;YTD;-0.0312603671
2023-03-20;9073;APV;;;;;YTD;
2023-03-20;9221;APV;;;;;YTD;-0.0266273070
2023-03-20;9352;APV;;;;;YTD;
2023-03-20;9365;APV;;;;;YTD;
2023-03-20;9445;APV;;;;;YTD;-0.0254364060
2023-03-20;9449;APV;;;;;YTD;
2023-03-21;8940;APV;1M;;;;;
2023-03-21;8967;APV;1M;;;;;0.0298338187
2023-03-21;9073;APV;1M;;;;;
2023-03-21;9221;APV;1M;;;;;0.0311571730
2023-03-21;9352;APV;1M;;;;;
2023-03-21;9365;APV;1M;;;;;
2023-03-21;9445;APV;1M;;;;;0.0278701707
2023-03-21;9449;APV;1M;;;;;
2023-03-21;8940;APV;;3M;;;;
2023-03-21;8967;APV;;3M;;;;-0.0627536721
2023-03-21;9073;APV;;3M;;;;
2023-03-21;9221;APV;;3M;;;;-0.0578994140
2023-03-21;9352;APV;;3M;;;;
2023-03-21;9365;APV;;3M;;;;
2023-03-21;9445;APV;;3M;;;;-0.0546521014
2023-03-21;9449;APV;;3M;;;;
2023-03-21;8940;APV;;;6M;;;
2023-03-21;8967;APV;;;6M;;;-0.1219942281
2023-03-21;9073;APV;;;6M;;;
2023-03-21;9221;APV;;;6M;;;-0.1105091769
2023-03-21;9352;APV;;;6M;;;
2023-03-21;9365;APV;;;6M;;;
2023-03-21;9445;APV;;;6M;;;-0.1079021124
2023-03-21;9449;APV;;;6M;;;
2023-03-21;8940;APV;;;;1Y;;
2023-03-21;8967;APV;;;;1Y;;-0.1354176134
2023-03-21;9073;APV;;;;1Y;;
2023-03-21;9221;APV;;;;1Y;;-0.0556254935
2023-03-21;9352;APV;;;;1Y;;
2023-03-21;9365;APV;;;;1Y;;
2023-03-21;9445;APV;;;;1Y;;-0.0538216628
2023-03-21;9449;APV;;;;1Y;;
2023-03-21;8940;APV;;;;;YTD;
2023-03-21;8967;APV;;;;;YTD;-0.0368874379
2023-03-21;9073;APV;;;;;YTD;
2023-03-21;9221;APV;;;;;YTD;-0.0318848486
2023-03-21;9352;APV;;;;;YTD;
2023-03-21;9365;APV;;;;;YTD;
2023-03-21;9445;APV;;;;;YTD;-0.0313862231
2023-03-21;9449;APV;;;;;YTD;
2023-03-22;8940;APV;1M;;;;;
2023-03-22;8967;APV;1M;;;;;0.0241925714
2023-03-22;9073;APV;1M;;;;;
2023-03-22;9221;APV;1M;;;;;0.0268226964
2023-03-22;9352;APV;1M;;;;;
2023-03-22;9365;APV;1M;;;;;
2023-03-22;9445;APV;1M;;;;;0.0240306708
2023-03-22;9449;APV;1M;;;;;
2023-03-22;8940;APV;;3M;;;;
2023-03-22;8967;APV;;3M;;;;-0.0525021424
2023-03-22;9073;APV;;3M;;;;
2023-03-22;9221;APV;;3M;;;;-0.0462086334
2023-03-22;9352;APV;;3M;;;;
2023-03-22;9365;APV;;3M;;;;
2023-03-22;9445;APV;;3M;;;;-0.0432900022
2023-03-22;9449;APV;;3M;;;;
2023-03-22;8940;APV;;;6M;;;
2023-03-22;8967;APV;;;6M;;;-0.1289192721
2023-03-22;9073;APV;;;6M;;;
2023-03-22;9221;APV;;;6M;;;-0.1150531434
2023-03-22;9352;APV;;;6M;;;
2023-03-22;9365;APV;;;6M;;;
2023-03-22;9445;APV;;;6M;;;-0.1139918728
2023-03-22;9449;APV;;;6M;;;
2023-03-22;8940;APV;;;;1Y;;
2023-03-22;8967;APV;;;;1Y;;-0.1383537133
2023-03-22;9073;APV;;;;1Y;;
2023-03-22;9221;APV;;;;1Y;;-0.0513926172
2023-03-22;9352;APV;;;;1Y;;
2023-03-22;9365;APV;;;;1Y;;
2023-03-22;9445;APV;;;;1Y;;-0.0510208651
2023-03-22;9449;APV;;;;1Y;;
2023-03-22;8940;APV;;;;;YTD;
2023-03-22;8967;APV;;;;;YTD;-0.0401581437
2023-03-22;9073;APV;;;;;YTD;
2023-03-22;9221;APV;;;;;YTD;-0.0335153546
2023-03-22;9352;APV;;;;;YTD;
2023-03-22;9365;APV;;;;;YTD;
2023-03-22;9445;APV;;;;;YTD;-0.0336433513
2023-03-22;9449;APV;;;;;YTD;
2023-03-23;8940;APV;1M;;;;;
2023-03-23;8967;APV;1M;;;;;0.0028644647
2023-03-23;9073;APV;1M;;;;;
2023-03-23;9221;APV;1M;;;;;0.0054851178
2023-03-23;9352;APV;1M;;;;;
2023-03-23;9365;APV;1M;;;;;
2023-03-23;9445;APV;1M;;;;;0.0037262302
2023-03-23;9449;APV;1M;;;;;
2023-03-23;8940;APV;;3M;;;;
2023-03-23;8967;APV;;3M;;;;-0.0779541166
2023-03-23;9073;APV;;3M;;;;
2023-03-23;9221;APV;;3M;;;;-0.0707731520
2023-03-23;9352;APV;;3M;;;;
2023-03-23;9365;APV;;3M;;;;
2023-03-23;9445;APV;;3M;;;;-0.0694170387
2023-03-23;9449;APV;;3M;;;;
2023-03-23;8940;APV;;;6M;;;
2023-03-23;8967;APV;;;6M;;;-0.1629385229
2023-03-23;9073;APV;;;6M;;;
2023-03-23;9221;APV;;;6M;;;-0.1480109207
2023-03-23;9352;APV;;;6M;;;
2023-03-23;9365;APV;;;6M;;;
2023-03-23;9445;APV;;;6M;;;-0.1477450310
2023-03-23;9449;APV;;;6M;;;
2023-03-23;8940;APV;;;;1Y;;
2023-03-23;8967;APV;;;;1Y;;-0.1525924441
2023-03-23;9073;APV;;;;1Y;;
2023-03-23;9221;APV;;;;1Y;;-0.0679691442
2023-03-23;9352;APV;;;;1Y;;
2023-03-23;9365;APV;;;;1Y;;
2023-03-23;9445;APV;;;;1Y;;-0.0672067109
2023-03-23;9449;APV;;;;1Y;;
2023-03-23;8940;APV;;;;;YTD;
2023-03-23;8967;APV;;;;;YTD;-0.0560195593
2023-03-23;9073;APV;;;;;YTD;
2023-03-23;9221;APV;;;;;YTD;-0.0488647502
2023-03-23;9352;APV;;;;;YTD;
2023-03-23;9365;APV;;;;;YTD;
2023-03-23;9445;APV;;;;;YTD;-0.0486646457
2023-03-23;9449;APV;;;;;YTD;
2023-03-24;8940;APV;1M;;;;;
2023-03-24;8967;APV;1M;;;;;-0.0087825530
2023-03-24;9073;APV;1M;;;;;
2023-03-24;9221;APV;1M;;;;;-0.0066096331
2023-03-24;9352;APV;1M;;;;;
2023-03-24;9365;APV;1M;;;;;
2023-03-24;9445;APV;1M;;;;;-0.0077458586
2023-03-24;9449;APV;1M;;;;;
2023-03-24;8940;APV;;3M;;;;
2023-03-24;8967;APV;;3M;;;;-0.0707974576
2023-03-24;9073;APV;;3M;;;;
2023-03-24;9221;APV;;3M;;;;-0.0640650765
2023-03-24;9352;APV;;3M;;;;
2023-03-24;9365;APV;;3M;;;;
2023-03-24;9445;APV;;3M;;;;-0.0621295518
2023-03-24;9449;APV;;3M;;;;
2023-03-24;8940;APV;;;6M;;;
2023-03-24;8967;APV;;;6M;;;-0.1564414888
2023-03-24;9073;APV;;;6M;;;
2023-03-24;9221;APV;;;6M;;;-0.1418420127
2023-03-24;9352;APV;;;6M;;;
2023-03-24;9365;APV;;;6M;;;
2023-03-24;9445;APV;;;6M;;;-0.1410709384
2023-03-24;9449;APV;;;6M;;;
2023-03-24;8940;APV;;;;1Y;;
2023-03-24;8967;APV;;;;1Y;;-0.1460151066
2023-03-24;9073;APV;;;;1Y;;
2023-03-24;9221;APV;;;;1Y;;-0.0550481409
2023-03-24;9352;APV;;;;1Y;;
2023-03-24;9365;APV;;;;1Y;;
2023-03-24;9445;APV;;;;1Y;;-0.0536142763
2023-03-24;9449;APV;;;;1Y;;
2023-03-24;8940;APV;;;;;YTD;
2023-03-24;8967;APV;;;;;YTD;-0.0486926504
2023-03-24;9073;APV;;;;;YTD;
2023-03-24;9221;APV;;;;;YTD;-0.0418688086
2023-03-24;9352;APV;;;;;YTD;
2023-03-24;9365;APV;;;;;YTD;
2023-03-24;9445;APV;;;;;YTD;-0.0412146449
2023-03-24;9449;APV;;;;;YTD;
2023-03-25;8940;APV;1M;;;;;
2023-03-25;8967;APV;1M;;;;;-0.0087825530
2023-03-25;9073;APV;1M;;;;;
2023-03-25;9221;APV;1M;;;;;-0.0066398999
2023-03-25;9352;APV;1M;;;;;
2023-03-25;9365;APV;1M;;;;;
2023-03-25;9445;APV;1M;;;;;-0.0077478458
2023-03-25;9449;APV;1M;;;;;
2023-03-25;8940;APV;;3M;;;;
2023-03-25;8967;APV;;3M;;;;-0.0707974576
2023-03-25;9073;APV;;3M;;;;
2023-03-25;9221;APV;;3M;;;;-0.0640920018
2023-03-25;9352;APV;;3M;;;;
2023-03-25;9365;APV;;3M;;;;
2023-03-25;9445;APV;;3M;;;;-0.0621513902
2023-03-25;9449;APV;;3M;;;;
2023-03-25;8940;APV;;;6M;;;
2023-03-25;8967;APV;;;6M;;;-0.1564414888
2023-03-25;9073;APV;;;6M;;;
2023-03-25;9221;APV;;;6M;;;-0.1418478973
2023-03-25;9352;APV;;;6M;;;
2023-03-25;9365;APV;;;6M;;;
2023-03-25;9445;APV;;;6M;;;-0.1410909386
2023-03-25;9449;APV;;;6M;;;
2023-03-25;8940;APV;;;;1Y;;
2023-03-25;8967;APV;;;;1Y;;-0.1460151066
2023-03-25;9073;APV;;;;1Y;;
2023-03-25;9221;APV;;;;1Y;;-0.0498345002
2023-03-25;9352;APV;;;;1Y;;
2023-03-25;9365;APV;;;;1Y;;
2023-03-25;9445;APV;;;;1Y;;-0.0488436282
2023-03-25;9449;APV;;;;1Y;;
2023-03-25;8940;APV;;;;;YTD;
2023-03-25;8967;APV;;;;;YTD;-0.0486926504
2023-03-25;9073;APV;;;;;YTD;
2023-03-25;9221;APV;;;;;YTD;-0.0417664016
2023-03-25;9352;APV;;;;;YTD;
2023-03-25;9365;APV;;;;;YTD;
2023-03-25;9445;APV;;;;;YTD;-0.0412369702
2023-03-25;9449;APV;;;;;YTD;
2023-03-26;8940;APV;1M;;;;;
2023-03-26;8967;APV;1M;;;;;-0.0087825530
2023-03-26;9073;APV;1M;;;;;
2023-03-26;9221;APV;1M;;;;;-0.0066702495
2023-03-26;9352;APV;1M;;;;;
2023-03-26;9365;APV;1M;;;;;
2023-03-26;9445;APV;1M;;;;;-0.0077498329
2023-03-26;9449;APV;1M;;;;;
2023-03-26;8940;APV;;3M;;;;
2023-03-26;8967;APV;;3M;;;;-0.0739364397
2023-03-26;9073;APV;;3M;;;;
2023-03-26;9221;APV;;3M;;;;-0.0669925854
2023-03-26;9352;APV;;3M;;;;
2023-03-26;9365;APV;;3M;;;;
2023-03-26;9445;APV;;3M;;;;-0.0653413445
2023-03-26;9449;APV;;3M;;;;
2023-03-26;8940;APV;;;6M;;;
2023-03-26;8967;APV;;;6M;;;-0.1751488542
2023-03-26;9073;APV;;;6M;;;
2023-03-26;9221;APV;;;6M;;;-0.1590179589
2023-03-26;9352;APV;;;6M;;;
2023-03-26;9365;APV;;;6M;;;
2023-03-26;9445;APV;;;6M;;;-0.1601582855
2023-03-26;9449;APV;;;6M;;;
2023-03-26;8940;APV;;;;1Y;;
2023-03-26;8967;APV;;;;1Y;;-0.1460151066
2023-03-26;9073;APV;;;;1Y;;
2023-03-26;9221;APV;;;;1Y;;-0.0498079555
2023-03-26;9352;APV;;;;1Y;;
2023-03-26;9365;APV;;;;1Y;;
2023-03-26;9445;APV;;;;1Y;;-0.0488657763
2023-03-26;9449;APV;;;;1Y;;
2023-03-26;8940;APV;;;;;YTD;
2023-03-26;8967;APV;;;;;YTD;-0.0486926504
2023-03-26;9073;APV;;;;;YTD;
2023-03-26;9221;APV;;;;;YTD;-0.0416639946
2023-03-26;9352;APV;;;;;YTD;
2023-03-26;9365;APV;;;;;YTD;
2023-03-26;9445;APV;;;;;YTD;-0.0412592955
2023-03-26;9449;APV;;;;;YTD;
2023-03-27;8940;APV;1M;;;;;
2023-03-27;8967;APV;1M;;;;;-0.0296664820
2023-03-27;9073;APV;1M;;;;;
2023-03-27;9221;APV;1M;;;;;-0.0277437896
2023-03-27;9352;APV;1M;;;;;
2023-03-27;9365;APV;1M;;;;;
2023-03-27;9445;APV;1M;;;;;-0.0291167843
2023-03-27;9449;APV;1M;;;;;
2023-03-27;8940;APV;;3M;;;;
2023-03-27;8967;APV;;3M;;;;-0.0769665916
2023-03-27;9073;APV;;3M;;;;
2023-03-27;9221;APV;;3M;;;;-0.0700973280
2023-03-27;9352;APV;;3M;;;;
2023-03-27;9365;APV;;3M;;;;
2023-03-27;9445;APV;;3M;;;;-0.0687787815
2023-03-27;9449;APV;;3M;;;;
2023-03-27;8940;APV;;;6M;;;
2023-03-27;8967;APV;;;6M;;;-0.1765925900
2023-03-27;9073;APV;;;6M;;;
2023-03-27;9221;APV;;;6M;;;-0.1595689761
2023-03-27;9352;APV;;;6M;;;
2023-03-27;9365;APV;;;6M;;;
2023-03-27;9445;APV;;;6M;;;-0.1595010522
2023-03-27;9449;APV;;;6M;;;
2023-03-27;8940;APV;;;;1Y;;
2023-03-27;8967;APV;;;;1Y;;-0.1511717305
2023-03-27;9073;APV;;;;1Y;;
2023-03-27;9221;APV;;;;1Y;;-0.0560022969
2023-03-27;9352;APV;;;;1Y;;
2023-03-27;9365;APV;;;;1Y;;
2023-03-27;9445;APV;;;;1Y;;-0.0549937919
2023-03-27;9449;APV;;;;1Y;;
2023-03-27;8940;APV;;;;;YTD;
2023-03-27;8967;APV;;;;;YTD;-0.0544369373
2023-03-27;9073;APV;;;;;YTD;
2023-03-27;9221;APV;;;;;YTD;-0.0478362829
2023-03-27;9352;APV;;;;;YTD;
2023-03-27;9365;APV;;;;;YTD;
2023-03-27;9445;APV;;;;;YTD;-0.0474363185
2023-03-27;9449;APV;;;;;YTD;
2023-03-28;8940;APV;1M;;;;;
2023-03-28;8967;APV;1M;;;;;-0.0363988596
2023-03-28;9073;APV;1M;;;;;
2023-03-28;9221;APV;1M;;;;;-0.0341953909
2023-03-28;9352;APV;1M;;;;;
