Run Fondo;fecha;nombre_fondo;nemo_instrumento;nombre_emisor;rut_emisor;digito_verificador;codigo_pais_emisor;tipo_instrumento;fecha_vencimiento;situacion_instrumento;clasificacion_riesgo;nombre_grupo_empresarial;codigo_grupo_empresarial;cantidad_unidades;tipo_unidades;tir;valor_par;valor_relevante;codigo_valorizacion;base_tasa;tipo_interes;valorizacion_al_cierre;codigo_moneda_liquidacion;codigo_pais_transaccion;porcentaje_capital_emisor;porcentaje_total_activos_emisor;porcentaje_total_activos_fondos
8207;2023-01-31;BTG HIGH YIELD;USG38327AB13;GeoPark Limited;;;GB;BEE;17-01-2027;1;B;GeoPark Limited;;100000;PROM;5.36;;;1;360;NC;89;PROM;US;0;0;4.073
8207;2023-01-31;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.37;;;1;360;NC;185;PROM;US;0;0;8.466
8207;2023-01-31;BTG HIGH YIELD;USP0R11WAG52;Banco Davivienda S.A.;;;CO;BBFE;22-04-2031;1;B;Banco Davivienda S.A.;;300000;PROM;9.47;;;1;360;NC;242;PROM;US;0;0;11.074
8207;2023-01-31;BTG HIGH YIELD;USP12651AD05;BANCO GENERAL SA;;;PA;BEE;07-05-2100;1;BB;BANCO GENERAL SA;;200000;PROM;7.32;;;1;360;NC;175;PROM;US;0;0;8.008
8207;2023-01-31;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;6.67;;;1;360;NC;86;PROM;US;0;0;3.935
8207;2023-01-31;BTG HIGH YIELD;USP1507SAG23;BANCO SANTANDER SA;;;MX;BBFE;01-10-2028;1;BBB;BANCO SANTANDER SA;;100000;PROM;6.53;;;1;360;NC;102;PROM;US;0;0;4.668
8207;2023-01-31;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;100000;PROM;5.74;;;1;360;NC;87;PROM;US;0;0;3.981
8207;2023-01-31;BTG HIGH YIELD;USP4955MAA91;GRUPO AXO SA DE CV;;;MX;BEE;08-06-2026;1;BB;GRUPO AXO SA DE CV;;200000;PROM;9.69;;;1;360;NC;179;PROM;US;0;0;8.191
8207;2023-01-31;BTG HIGH YIELD;USP56243AD31;FIDEICOMISO INRETAIL;;;PE;BEE;03-04-2028;1;BB;FIDEICOMISO INRETAIL;;200000;PROM;6.66;;;1;360;NC;194;PROM;US;0;0;8.877
8207;2023-01-31;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;9.57;;;1;360;NC;171;PROM;US;0;0;7.825
8207;2023-01-31;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;200000;PROM;5.07;;;1;360;NC;146;PROM;US;0;0;6.681
8207;2023-01-31;BTG HIGH YIELD;USP5R6DPAA84;ITAU UNIBANCO HLDG SA/KY;;;BR;BBFE;12-06-2169;1;B;ITAU UNIBANCO HLDG SA/KY;;100000;PROM;7.75;;;1;360;NC;98;PROM;US;0;0;4.484
8207;2023-01-31;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;11.9;;;1;360;NC;190;PROM;US;0;0;8.694
8207;2023-01-31;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;11.43;;;1;360;NC;1;PROM;US;0;0;ad
8207;2023-01-31;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;12;;;1;360;NC;173;PROM;US;0;0;a3s
8207;2023-02-28;BTG HIGH YIELD;USG38327AB13;GeoPark Limited;;;GB;BEE;17-01-2027;1;B;GeoPark Limited;;100000;PROM;5.35;;;1;360;NC;85;PROM;US;0;0;3.946
8207;2023-02-28;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.36;;;1;360;NC;184;PROM;US;0;0;8.542
8207;2023-02-28;BTG HIGH YIELD;USP0R11WAG52;Banco Davivienda S.A.;;;CO;BBFE;22-04-2031;1;B;Banco Davivienda S.A.;;300000;PROM;10.05;;;1;360;NC;235;PROM;US;0;0;10.91
8207;2023-02-28;BTG HIGH YIELD;USP0R38AAA53;ALSEA S.A.;;;MX;BEE;14-12-2026;1;B;ALSEA S.A.;;200000;PROM;7.95;;;1;360;NC;202;PROM;US;0;0;9.378
8207;2023-02-28;BTG HIGH YIELD;USP12651AD05;BANCO GENERAL SA;;;PA;BEE;07-05-2100;1;BB;BANCO GENERAL SA;;200000;PROM;7.45;;;1;360;NC;176;PROM;US;0;0;8.171
8207;2023-02-28;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;7.1;;;1;360;NC;84;PROM;US;0;0;3.9
8207;2023-02-28;BTG HIGH YIELD;USP1507SAG23;BANCO SANTANDER SA;;;MX;BBFE;01-10-2028;1;BBB;BANCO SANTANDER SA;;100000;PROM;7.04;;;1;360;NC;102;PROM;US;0;0;4.735
8207;2023-02-28;BTG HIGH YIELD;USP4955MAA91;GRUPO AXO SA DE CV;;;MX;BEE;08-06-2026;1;BB;GRUPO AXO SA DE CV;;200000;PROM;10.29;;;1;360;NC;178;PROM;US;0;0;8.264
8207;2023-02-28;BTG HIGH YIELD;USP56243AD31;FIDEICOMISO INRETAIL;;;PE;BEE;03-04-2028;1;BB;FIDEICOMISO INRETAIL;;200000;PROM;7.07;;;1;360;NC;193;PROM;US;0;0;8.96
8207;2023-02-28;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;12.06;;;1;360;NC;188;PROM;US;0;0;8.728
8207;2023-02-28;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;12.04;;;1;360;NC;1;PROM;US;0;0;.046
8207;2023-02-28;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;13.5;;;1;360;NC;168;PROM;US;0;0;7.799
8207;2023-02-28;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;10.2;;;1;360;NC;159;PROM;US;0;0;7.382
8207;2023-03-31;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;10.22;;;1;360;NC;160;PROM;US;0;0;7.78
8207;2023-03-31;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;100000;PROM;5.06;;;1;360;NC;60;PROM;US;0;0;2.918
8207;2023-03-31;BTG HIGH YIELD;USG38327AB13;GeoPark Limited;;;GB;BEE;17-01-2027;1;B;GeoPark Limited;;100000;PROM;5.35;;;1;360;NC;85;PROM;US;0;0;4.133
8207;2023-03-31;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.35;;;1;360;NC;181;PROM;US;0;0;8.801
8207;2023-03-31;BTG HIGH YIELD;USP0R11WAG52;Banco Davivienda S.A.;;;CO;BBFE;22-04-2031;1;B;Banco Davivienda S.A.;;300000;PROM;10.73;;;1;360;NC;216;PROM;US;0;0;10.503
8207;2023-03-31;BTG HIGH YIELD;USP0R38AAA53;ALSEA S.A.;;;MX;BEE;14-12-2026;1;BB;ALSEA S.A.;;200000;PROM;8.43;;;1;360;NC;199;PROM;US;0;0;9.677
8207;2023-03-31;BTG HIGH YIELD;USP13435AC98;Banco internac del Peru;;;PE;BEBCE;04-10-2026;1;BBB;Banco internac del Peru;;100000;PROM;6.06;;;1;360;NC;93;PROM;US;0;0;4.522
8207;2023-03-31;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;6.81;;;1;360;NC;85;PROM;US;0;0;4.133
8207;2023-03-31;BTG HIGH YIELD;USP1507SAG23;BANCO SANTANDER SA;;;MX;BBFE;01-10-2028;1;BBB;BANCO SANTANDER SA;;100000;PROM;7.31;;;1;360;NC;100;PROM;US;0;0;4.863
8207;2023-03-31;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;100000;PROM;6.57;;;1;360;NC;83;PROM;US;0;0;4.036
8207;2023-03-31;BTG HIGH YIELD;USP4955MAA91;GRUPO AXO SA DE CV;;;MX;BEE;08-06-2026;1;BB;GRUPO AXO SA DE CV;;200000;PROM;10.8;;;1;360;NC;177;PROM;US;0;0;8.607
8207;2023-03-31;BTG HIGH YIELD;USP84527AA17;SAN MIGUEL INDUSTRIAS;;;PE;BEE;02-08-2028;1;BB;SAN MIGUEL INDUSTRIAS;;100000;PROM;6.84;;;1;360;NC;85;PROM;US;0;0;4.133
8207;2023-03-31;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;12.25;;;1;360;NC;185;PROM;US;0;0;8.996
8207;2023-03-31;BTG HIGH YIELD;USP9367RAG67;TRASPOSRTE DE GAS PERU;;;PE;BEE;30-04-2028;1;BBB;TRASPOSRTE DE GAS PERU;;100000;PROM;1.81;;;1;360;NC;98;PROM;US;0;0;4.765
8207;2023-03-31;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;11.61;;;1;360;NC;1;PROM;US;0;0;.049
8207;2023-03-31;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;14.89;;;1;360;NC;161;PROM;US;0;0;7.829
8207;2023-04-30;BTG HIGH YIELD;USG38327AB13;GeoPark Limited;;;GB;BEE;17-01-2027;1;B;GeoPark Limited;;100000;PROM;5.35;;;1;360;NC;85;PROM;US;0;0;3.863
8207;2023-04-30;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.34;;;1;360;NC;172;PROM;US;0;0;7.817
8207;2023-04-30;BTG HIGH YIELD;USP0R38AAA53;ALSEA S.A.;;;MX;BEE;14-12-2026;1;BB;ALSEA S.A.;;200000;PROM;8.15;;;1;360;NC;203;PROM;US;0;0;9.226
8207;2023-04-30;BTG HIGH YIELD;USP13435AC98;Banco internac del Peru;;;PE;BEBCE;04-10-2026;1;BBB;Banco internac del Peru;;100000;PROM;5.69;;;1;360;NC;92;PROM;US;0;0;4.181
8207;2023-04-30;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;6.72;;;1;360;NC;85;PROM;US;0;0;3.863
8207;2023-04-30;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;100000;PROM;6.14;;;1;360;NC;84;PROM;US;0;0;3.818
8207;2023-04-30;BTG HIGH YIELD;USP3631MAA38;ELECTRICIDAD FIRME DE ME;;;MX;BEE;20-11-2026;1;BB;ELECTRICIDAD FIRME DE ME;;150000;PROM;8.83;;;1;360;NC;136;PROM;US;0;0;6.181
8207;2023-04-30;BTG HIGH YIELD;USP4955JAA62;GRUPO AEROMEXICO SAB;;;MX;BEE;17-03-2027;1;B;GRUPO AEROMEXICO SAB;;200000;PROM;11.66;;;1;360;NC;182;PROM;US;0;0;8.272
8207;2023-04-30;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;10.77;;;1;360;NC;156;PROM;US;0;0;7.09
8207;2023-04-30;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;100000;PROM;5.06;;;1;360;NC;64;PROM;US;0;0;2.909
8207;2023-04-30;BTG HIGH YIELD;USP6811TAB19;MINSUR SA;;;PE;BEE;28-10-2031;1;BB;MINSUR SA;;100000;PROM;6.48;;;1;360;NC;87;PROM;US;0;0;3.954
8207;2023-04-30;BTG HIGH YIELD;USP84527AA17;SAN MIGUEL INDUSTRIAS;;;PE;BEE;02-08-2028;1;BB;SAN MIGUEL INDUSTRIAS;;100000;PROM;6.93;;;1;360;NC;86;PROM;US;0;0;3.909
8207;2023-04-30;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;12.43;;;1;360;NC;178;PROM;US;0;0;8.09
8207;2023-04-30;BTG HIGH YIELD;USP9367RAG67;TRASPOSRTE DE GAS PERU;;;PE;BEE;30-04-2028;1;BBB;TRASPOSRTE DE GAS PERU;;100000;PROM;1.78;;;1;360;NC;96;PROM;US;0;0;4.363
8207;2023-04-30;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;11.62;;;1;360;NC;1;PROM;US;0;0;.045
8207;2023-04-30;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;15.41;;;1;360;NC;159;PROM;US;0;0;7.227
8207;2023-05-31;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;11.29;;;1;360;NC;153;PROM;US;0;0;7.842
8207;2023-05-31;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;100000;PROM;5.06;;;1;360;NC;66;PROM;US;0;0;3.383
8207;2023-05-31;BTG HIGH YIELD;USG38327AB13;GeoPark Limited;;;GB;BEE;17-01-2027;1;B;GeoPark Limited;;100000;PROM;5.34;;;1;360;NC;83;PROM;US;0;0;4.254
8207;2023-05-31;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.34;;;1;360;NC;172;PROM;US;0;0;8.815
8207;2023-05-31;BTG HIGH YIELD;USP0R38AAA53;ALSEA S.A.;;;MX;BEE;14-12-2026;1;BB;ALSEA S.A.;;100000;PROM;7.71;;;1;360;NC;103;PROM;US;0;0;5.279
8207;2023-05-31;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;6.91;;;1;360;NC;85;PROM;US;0;0;4.356
8207;2023-05-31;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;100000;PROM;6.08;;;1;360;NC;85;PROM;US;0;0;4.356
8207;2023-05-31;BTG HIGH YIELD;USP3631MAA38;ELECTRICIDAD FIRME DE ME;;;MX;BEE;20-11-2026;1;BB;ELECTRICIDAD FIRME DE ME;;150000;PROM;8.69;;;1;360;NC;132;PROM;US;0;0;6.765
8207;2023-05-31;BTG HIGH YIELD;USP4955JAA62;GRUPO AEROMEXICO SAB;;;MX;BEE;17-03-2027;1;B;GRUPO AEROMEXICO SAB;;200000;PROM;11.81;;;1;360;NC;182;PROM;US;0;0;9.328
8207;2023-05-31;BTG HIGH YIELD;USP6811TAB19;MINSUR SA;;;PE;BEE;28-10-2031;1;BB;MINSUR SA;;100000;PROM;6.66;;;1;360;NC;87;PROM;US;0;0;4.459
8207;2023-05-31;BTG HIGH YIELD;USP84527AA17;SAN MIGUEL INDUSTRIAS;;;PE;BEE;02-08-2028;1;BB;SAN MIGUEL INDUSTRIAS;;100000;PROM;7.09;;;1;360;NC;86;PROM;US;0;0;4.408
8207;2023-05-31;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;12.62;;;1;360;NC;178;PROM;US;0;0;9.123
8207;2023-05-31;BTG HIGH YIELD;USP9367RAG67;TRASPOSRTE DE GAS PERU;;;PE;BEE;30-04-2028;1;BBB;TRASPOSRTE DE GAS PERU;;100000;PROM;1.74;;;1;360;NC;97;PROM;US;0;0;4.971
8207;2023-05-31;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;11.95;;;1;360;NC;2;PROM;US;0;0;.103
8207;2023-05-31;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;17.56;;;1;360;NC;145;PROM;US;0;0;7.432
8207;2023-06-30;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;100000;PROM;5.05;;;1;360;NC;65;PROM;US;0;0;1.754
8207;2023-06-30;BTG HIGH YIELD;USG8762FAB60;TERMOCANDELARIA POWER;;;KY;BEE;30-01-2029;1;BB;TERMOCANDELARIA POWER;;200000;PROM;10.03;;;1;360;NC;141;PROM;US;0;0;3.804
8207;2023-06-30;BTG HIGH YIELD;USL01343AA79;AEGEA FINANCE SARL;;;LU;BEE;20-05-2029;1;BB;AEGEA FINANCE SARL;;200000;PROM;8.12;;;1;360;NC;182;PROM;US;0;0;4.911
8207;2023-06-30;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.33;;;1;360;NC;174;PROM;US;0;0;4.695
8207;2023-06-30;BTG HIGH YIELD;USP1400MAA64;BANCO MERCANTIL DE NORTE;;;MX;BBFE;27-09-2199;1;BB;BANCO MERCANTIL DE NORTE;;200000;PROM;9.21;;;1;360;NC;192;PROM;US;0;0;5.18
8207;2023-06-30;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;7.36;;;1;360;NC;85;PROM;US;0;0;2.293
8207;2023-06-30;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;200000;PROM;6.37;;;1;360;NC;167;PROM;US;0;0;4.506
8207;2023-06-30;BTG HIGH YIELD;USP3631MAA38;ELECTRICIDAD FIRME DE ME;;;MX;BEE;20-11-2026;1;BB;ELECTRICIDAD FIRME DE ME;;150000;PROM;9.07;;;1;360;NC;132;PROM;US;0;0;3.561
8207;2023-06-30;BTG HIGH YIELD;USP3R94GAA71;CORP FINANCI DE DESARROL;;;PE;BEE;15-07-2029;1;BB;CORP FINANCI DE DESARROL;;250000;PROM;10.68;;;1;360;NC;243;PROM;US;0;0;6.556
8207;2023-06-30;BTG HIGH YIELD;USP4955JAA62;GRUPO AEROMEXICO SAB;;;MX;BEE;17-03-2027;1;B;GRUPO AEROMEXICO SAB;;200000;PROM;11.97;;;1;360;NC;180;PROM;US;0;0;4.857
8207;2023-06-30;BTG HIGH YIELD;USP6811TAB19;MINSUR SA;;;PE;BEE;28-10-2031;1;BB;MINSUR SA;;100000;PROM;6.39;;;1;360;NC;88;PROM;US;0;0;2.374
8207;2023-06-30;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;10.78;;;1;360;NC;157;PROM;US;0;0;4.236
8207;2023-06-30;BTG HIGH YIELD;USP84527AA17;SAN MIGUEL INDUSTRIAS;;;PE;BEE;02-08-2028;1;BB;SAN MIGUEL INDUSTRIAS;;100000;PROM;6.91;;;1;360;NC;87;PROM;US;0;0;2.347
8207;2023-06-30;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;12.86;;;1;360;NC;182;PROM;US;0;0;4.911
8207;2023-06-30;BTG HIGH YIELD;USP9367RAG67;TRASPOSRTE DE GAS PERU;;;PE;BEE;30-04-2028;1;BBB;TRASPOSRTE DE GAS PERU;;100000;PROM;1.7;;;1;360;NC;97;PROM;US;0;0;2.617
8207;2023-06-30;BTG HIGH YIELD;USP94461AB96;UNIFIN FINANCIERA SA DE;;;MX;BBFE;27-09-2023;1;D;UNIFIN FINANCIERA SA DE;;205000;PROM;2.21;;;1;360;NC;11;PROM;US;0;0;.297
8207;2023-06-30;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;12.47;;;1;360;NC;1;PROM;US;0;0;.027
8207;2023-06-30;BTG HIGH YIELD;USU37016AA70;Gran Tierra Energy Inc;;;US;BEE;23-05-2027;1;B;Gran Tierra Energy Inc;;200000;PROM;16.44;;;1;360;NC;153;PROM;US;0;0;4.128
8207;2023-07-31;BTG HIGH YIELD;US71643VAB18;PETROLEOS MEXICANOS;;;MX;BEE;16-02-2032;1;B;PETROLEOS MEXICANOS;;199000;PROM;10.85;;;1;360;NC;159;PROM;US;0;0;4.007
8207;2023-07-31;BTG HIGH YIELD;USE4181LAA91;ENFRAGEN ENERGIA SUR SA;;;ES;BEE;30-12-2030;1;BB;ENFRAGEN ENERGIA SUR SA;;100000;PROM;5.05;;;1;360;NC;66;PROM;US;0;0;1.663
8207;2023-07-31;BTG HIGH YIELD;USG8762FAB60;TERMOCANDELARIA POWER;;;KY;BEE;30-01-2029;1;BB;TERMOCANDELARIA POWER;;200000;PROM;9.54;;;1;360;NC;145;PROM;US;0;0;3.654
8207;2023-07-31;BTG HIGH YIELD;USL01343AA79;AEGEA FINANCE SARL;;;LU;BEE;20-05-2029;1;BB;AEGEA FINANCE SARL;;200000;PROM;7.41;;;1;360;NC;192;PROM;US;0;0;4.838
8207;2023-07-31;BTG HIGH YIELD;USL3500LAA72;TIERRA MOJADA LUX II SRL;;;US;BEE;01-12-2040;1;BBB;TIERRA MOJADA LUX II SRL;;200000;PROM;6.94;;;1;360;NC;163;PROM;US;0;0;4.107
8207;2023-07-31;BTG HIGH YIELD;USL6364EAA12;MX REMIT FUND FIDUC EST;;;LU;BEE;15-01-2028;1;BB;MX REMIT FUND FIDUC EST;;200000;PROM;4.32;;;1;360;NC;164;PROM;US;0;0;4.133
8207;2023-07-31;BTG HIGH YIELD;USP0R80BAG79;SITIOS LATINOAMERICA;;;MX;BBFE;04-04-2032;1;BB;SITIOS LATINOAMERICA;;200000;PROM;6.69;;;1;360;NC;186;PROM;US;0;0;4.687
8207;2023-07-31;BTG HIGH YIELD;USP12445AC98;BANCO ESTADO RIO GRANDE SUL;;;BR;BEBCE;28-01-2031;1;B;BANCO ESTADO RIO GRANDE SUL;;200000;PROM;9.19;;;1;360;NC;183;PROM;US;0;0;4.611
8207;2023-07-31;BTG HIGH YIELD;USP1400MAA64;BANCO MERCANTIL DE NORTE;;;MX;BBFE;27-09-2199;1;BB;BANCO MERCANTIL DE NORTE;;200000;PROM;9.07;;;1;360;NC;198;PROM;US;0;0;4.989
8207;2023-07-31;BTG HIGH YIELD;USP1451JAA18;BANCO NACIONAL COM EXT;;;MX;BBFE;11-08-2031;1;BB;BANCO NACIONAL COM EXT;;100000;PROM;7.33;;;1;360;NC;86;PROM;US;0;0;2.167
8207;2023-07-31;BTG HIGH YIELD;USP3146DAA11;CORPORACION INMOBILIARIA;;;MX;BEE;13-05-2031;1;BBB;CORPORACION INMOBILIARIA;;200000;PROM;6.15;;;1;360;NC;170;PROM;US;0;0;4.284
8207;2023-07-31;BTG HIGH YIELD;USP3631MAA38;ELECTRICIDAD FIRME DE ME;;;MX;BEE;20-11-2026;1;BB;ELECTRICIDAD FIRME DE ME;;150000;PROM;8.87;;;1;360;NC;135;PROM;US;0;0;3.402
8207;2023-07-31;BTG HIGH YIELD;USP3R26HAA81;CYDSA SAB DE CV;;;MX;BBFE;04-10-2027;1;BB;CYDSA SAB DE CV;;200000;PROM;7.95;;;1;360;NC;192;PROM;US;0;0;4.838
8207;2023-07-31;BTG HIGH YIELD;USP3R94GAA71;CORP FINANCI DE DESARROL;;;PE;BEE;15-07-2029;1;BB;CORP FINANCI DE DESARROL;;250000;PROM;10.82;;;1;360;NC;244;PROM;US;0;0;6.148
8207;2023-07-31;BTG HIGH YIELD;USP4955JAA62;GRUPO AEROMEXICO SAB;;;MX;BEE;17-03-2027;1;B;GRUPO AEROMEXICO SAB;;200000;PROM;11.66;;;1;360;NC;183;PROM;US;0;0;4.611
8207;2023-07-31;BTG HIGH YIELD;USP5300PAB96;HUNT OIL CO OF PERU;;;PE;BBFE;01-06-2028;1;BBB;HUNT OIL CO OF PERU;;200000;PROM;4.42;;;1;360;NC;162;PROM;US;0;0;4.082
8207;2023-07-31;BTG HIGH YIELD;USP84527AA17;SAN MIGUEL INDUSTRIAS;;;PE;BEE;02-08-2028;1;BB;SAN MIGUEL INDUSTRIAS;;100000;PROM;6.76;;;1;360;NC;87;PROM;US;0;0;2.192
8207;2023-07-31;BTG HIGH YIELD;USP8704LAB47;Sixsigma Networks Mexico;;;MX;BEE;02-05-2025;1;B;Sixsigma Networks Mexico;;200000;PROM;13.07;;;1;360;NC;186;PROM;US;0;0;4.687
8207;2023-07-31;BTG HIGH YIELD;USP9367RAG67;TRASPOSRTE DE GAS PERU;;;PE;BEE;30-04-2028;1;BBB;TRASPOSRTE DE GAS PERU;;100000;PROM;1.66;;;1;360;NC;98;PROM;US;0;0;2.469
8207;2023-07-31;BTG HIGH YIELD;USP94461AB96;UNIFIN FINANCIERA SA DE;;;MX;BBFE;27-09-2023;1;D;UNIFIN FINANCIERA SA DE;;205000;PROM;3.29;;;1;360;NC;10;PROM;US;0;0;.252
8207;2023-07-31;BTG HIGH YIELD;USP94461AD52;UNIFIN FINANCIERA SA DE;;;MX;BBFE;29-01-2025;1;C;UNIFIN FINANCIERA SA DE;;200000;PROM;12.02;;;1;360;NC;1;PROM;US;0;0;.025
